index,algorithm,n,time_mean,time_std
232,QuickSort3Way,1873,0.005857300000570831,0.0
233,QuickSort3Way,2009,0.003722800000105053,0.0
234,QuickSort3Way,2154,0.0041270999990956625,0.0
235,QuickSort3Way,2310,0.004267099999196944,0.0
236,QuickSort3Way,2477,0.004637300000467803,0.0
237,QuickSort3Way,2656,0.011753900000258,0.0
238,QuickSort3Way,2848,0.012651900000491878,0.0
239,QuickSort3Way,3053,0.0060345999991113786,0.0
240,QuickSort3Way,3274,0.005408099999840488,0.0
241,QuickSort3Way,3511,0.005938500000411295,0.0
242,QuickSort3Way,3764,0.004719999998997082,0.0
243,QuickSort3Way,4037,0.00937319999866304,0.0
244,QuickSort3Way,4328,0.01932969999870693,0.0
245,QuickSort3Way,4641,0.012040699999488425,0.0
246,QuickSort3Way,4977,0.02136389999941457,0.0
247,QuickSort3Way,5336,0.018115900002158014,0.0
248,QuickSort3Way,5722,0.02435659999900963,0.0
249,QuickSort3Way,6135,0.026146999998672982,0.0
250,QuickSort3Way,6579,0.02619589999812888,0.0
251,QuickSort3Way,7054,0.028686699999525445,0.0
252,QuickSort3Way,7564,0.015046000000438653,0.0
253,QuickSort3Way,8111,0.013588399999207468,0.0
254,QuickSort3Way,8697,0.026128699997570948,0.0
255,QuickSort3Way,9326,0.04434109999965585,0.0
256,QuickSort3Way,9999,0.03984119999950053,0.0
257,QuickSort3Way,10722,0.0335603000021365,0.0
258,QuickSort3Way,11497,0.01964659999975993,0.0
259,QuickSort3Way,12328,0.05077230000097188,0.0
260,QuickSort3Way,13219,0.04331879999881494,0.0
261,QuickSort3Way,14174,0.04640960000142513,0.0
262,QuickSort3Way,15199,0.061277099997823825,0.0
263,QuickSort3Way,16297,0.034365099998467485,0.0
264,QuickSort3Way,17475,0.0664602000015293,0.0
265,QuickSort3Way,18738,0.0839947000004031,0.0
266,QuickSort3Way,20092,0.08637539999836008,0.0
267,QuickSort3Way,21544,0.09017550000135088,0.0
268,QuickSort3Way,23101,0.11251869999978226,0.0
269,QuickSort3Way,24770,0.06285060000118392,0.0
270,QuickSort3Way,26560,0.12608200000067882,0.0
271,QuickSort3Way,28480,0.07537159999992582,0.0
272,QuickSort3Way,30538,0.12340820000099484,0.0
273,QuickSort3Way,32745,0.13382720000117843,0.0
274,QuickSort3Way,35111,0.16786519999914162,0.0
275,QuickSort3Way,37649,0.19220130000030622,0.0
276,QuickSort3Way,40370,0.18321060000198486,0.0
277,QuickSort3Way,43287,0.14662829999906535,0.0
278,QuickSort3Way,46415,0.20215509999979986,0.0
279,QuickSort3Way,49770,0.26717009999993024,0.0
280,QuickSort3Way,53366,0.23570910000125878,0.0
281,QuickSort3Way,57223,0.23931980000088515,0.0
282,QuickSort3Way,61359,0.2826660000009724,0.0
283,QuickSort3Way,65793,0.35058980000030715,0.0
284,QuickSort3Way,70548,0.3479626999996981,0.0
285,QuickSort3Way,75646,0.32833949999985634,0.0
286,QuickSort3Way,81113,0.4076879000003828,0.0
287,QuickSort3Way,86974,0.43453450000015437,0.0
288,QuickSort3Way,93260,0.45631649999995716,0.0
289,QuickSort3Way,100000,0.5800058000022545,0.0
290,RadixSort,100,0.00012789999891538173,0.0
291,RadixSort,107,2.89999989036005e-05,0.0
292,RadixSort,114,6.889999895065557e-05,0.0
293,RadixSort,123,7.32000007701572e-05,0.0
294,RadixSort,132,0.00010160000056202989,0.0
295,RadixSort,141,9.109999882639386e-05,0.0
296,RadixSort,151,8.790000174485613e-05,0.0
297,RadixSort,162,0.0001785000004019821,0.0
298,RadixSort,174,7.349999941652641e-05,0.0
299,RadixSort,187,0.00031990000024961773,0.0
300,RadixSort,200,0.00023879999935161322,0.0
301,RadixSort,215,0.0002600999978312757,0.0
302,RadixSort,231,0.0002724999994825339,0.0
303,RadixSort,247,0.0002941999991890043,0.0
304,RadixSort,265,0.00030160000096657313,0.0
305,RadixSort,284,-5.2800000048591755e-05,0.0
306,RadixSort,305,0.00015829999938432593,0.0
307,RadixSort,327,0.00017080000179703347,0.0
308,RadixSort,351,0.0005947999998170417,0.0
309,RadixSort,376,0.00021800000104121864,0.0
310,RadixSort,403,0.00022009999884176068,0.0
311,RadixSort,432,0.0002406999992672354,0.0
312,RadixSort,464,0.0003277000014350051,0.0
313,RadixSort,497,0.00024450000091746915,0.0
314,RadixSort,533,0.00047980000090319663,0.0
315,RadixSort,572,0.00027829999817186035,0.0
316,RadixSort,613,0.00031350000062957406,0.0
317,RadixSort,657,0.000527600001078099,0.0
318,RadixSort,705,0.00032529999953112565,0.0
319,RadixSort,756,0.0003546999996615341,0.0
320,RadixSort,811,0.0008454999988316558,0.0
321,RadixSort,869,0.0003913000000466127,0.0
322,RadixSort,932,0.00031320000016421545,0.0
323,RadixSort,999,0.0004958000008628005,0.0
324,RadixSort,1072,0.0005392000002757413,0.0
325,RadixSort,1149,0.0006148999982542591,0.0
326,RadixSort,1232,0.0010407000008854084,0.0
327,RadixSort,1321,0.0022478999981103698,0.0
328,RadixSort,1417,0.00022419999731937423,0.0
329,RadixSort,1519,0.0015378999996755738,0.0
330,RadixSort,1629,9.359999967273325e-05,0.0
331,RadixSort,1747,0.0028745999989041593,0.0
332,RadixSort,1873,9.709999903861899e-05,0.0
333,RadixSort,2009,0.0009829999999055872,0.0
334,RadixSort,2154,0.0015716999987489544,0.0
335,RadixSort,2310,0.0011451999998826068,0.0
336,RadixSort,2477,0.001158499999291962,0.0
337,RadixSort,2656,0.0034666999999899417,0.0
338,RadixSort,2848,0.004532599999947706,0.0
339,RadixSort,3053,0.0022088000005169306,0.0
340,RadixSort,3274,0.0016023999996832572,0.0
341,RadixSort,3511,0.004665800001021125,0.0
342,RadixSort,3764,5.400000009103678e-05,0.0
343,RadixSort,4037,0.0018888999984483235,0.0
344,RadixSort,4328,0.0024403999996138737,0.0
345,RadixSort,4641,0.007498299997678259,0.0
346,RadixSort,4977,0.005694600000424543,0.0
347,RadixSort,5336,3.5200000638724305e-05,0.0
348,RadixSort,5722,0.0062164999999367865,0.0
349,RadixSort,6135,0.008579700001064339,0.0
350,RadixSort,6579,0.0023196999991341727,0.0
351,RadixSort,7054,0.003914500000973931,0.0
352,RadixSort,7564,0.00911679999990156,0.0
353,RadixSort,8111,0.005323299999872688,0.0
354,RadixSort,8697,0.009352799997941474,0.0
355,RadixSort,9326,0.010395499999503954,0.0
356,RadixSort,9999,0.009265500000765314,0.0
357,RadixSort,10722,0.011208300000362215,0.0
358,RadixSort,11497,0.0030695999976160238,0.0
359,RadixSort,12328,0.01673529999970924,0.0
360,RadixSort,13219,0.014343799999551266,0.0
361,RadixSort,14174,0.007895300001109717,0.0
362,RadixSort,15199,0.009988100000555278,0.0
363,RadixSort,16297,0.013868199999706121,0.0
364,RadixSort,17475,0.027408600000853767,0.0
365,RadixSort,18738,0.019930700000259094,0.0
366,RadixSort,20092,0.035676399998919806,0.0
367,RadixSort,21544,0.028038700000251993,0.0
368,RadixSort,23101,0.011432400000558118,0.0
369,RadixSort,24770,0.03099380000094243,0.0
370,RadixSort,26560,0.03029700000115554,0.0
371,RadixSort,28480,0.03621469999961846,0.0
372,RadixSort,30538,0.011489000002256944,0.0
373,RadixSort,32745,0.023736499999358784,0.0
374,RadixSort,35111,0.030014500000106636,0.0
375,RadixSort,37649,0.023155600001700805,0.0
376,RadixSort,40370,0.03325250000125379,0.0
377,RadixSort,43287,0.02622430000155873,0.0
378,RadixSort,46415,0.021510599999601254,0.0
379,RadixSort,49770,0.05961389999902167,0.0
380,RadixSort,53366,0.04257300000062969,0.0
381,RadixSort,57223,0.06145440000000235,0.0
382,RadixSort,61359,0.07588860000032582,0.0
383,RadixSort,65793,0.0891496999993251,0.0
384,RadixSort,70548,0.1156183000002784,0.0
385,RadixSort,75646,0.06789209999988088,0.0
386,RadixSort,81113,0.09134929999891028,0.0
387,RadixSort,86974,0.06320659999983036,0.0
388,RadixSort,93260,0.08161620000100811,0.0
389,RadixSort,100000,0.17195400000127847,0.0
